ImageFile,targ_side,correctAnswer,n,image.started_mean,image.started_raw,image.started_std,image.stopped_raw,key_resp_4.corr_mean,key_resp_4.corr_raw,key_resp_4.corr_std,key_resp_4.keys_raw,key_resp_4.rt_mean,key_resp_4.rt_raw,key_resp_4.rt_std,key_resp_4.started_mean,key_resp_4.started_raw,key_resp_4.started_std,key_resp_4.stopped_raw,text_4.started_mean,text_4.started_raw,text_4.started_std,text_4.stopped_raw,order
images/exp1a_trial_0_colour1_distractors1_r.png,r,2,1.0,35.63838577270508,35.63838577270508,0.0,,1.0,1.0,0.0,'2',0.5196607112884521,0.5196607112884521,0.0,35.63838577270508,35.63838577270508,0.0,,36.18364334106445,36.18364334106445,0.0,,13.0
images/exp1a_trial_1_colour1_distractors4_r.png,r,2,1.0,30.61065101623535,30.61065101623535,0.0,,1.0,1.0,0.0,'2',0.531079113483429,0.531079113483429,0.0,30.61065101623535,30.61065101623535,0.0,,31.16744613647461,31.16744613647461,0.0,,10.0
images/exp1a_trial_2_colour1_distractors9_r.png,r,2,1.0,23.53870391845703,23.53870391845703,0.0,,0.0,0.0,0.0,'1',0.3228870928287506,0.3228870928287506,0.0,23.53870391845703,23.53870391845703,0.0,,23.88486099243164,23.88486099243164,0.0,,6.0
images/exp1a_trial_3_colour1_distractors19_r.png,r,2,1.0,15.768647193908691,15.768647193908691,0.0,,1.0,1.0,0.0,'2',0.9890015721321106,0.9890015721321106,0.0,15.768647193908691,15.768647193908691,0.0,,16.785619735717773,16.785619735717773,0.0,,1.0
images/exp1a_trial_4_colour1_distractors31_r.png,r,2,1.0,22.188024520874023,22.188024520874023,0.0,,0.0,0.0,0.0,'1',0.28974440693855286,0.28974440693855286,0.0,22.188024520874023,22.188024520874023,0.0,,22.50151824951172,22.50151824951172,0.0,,5.0
images/exp1a_trial_5_colour2_distractors1_r.png,r,2,1.0,28.96517562866211,28.96517562866211,0.0,,1.0,1.0,0.0,'2',0.5853217840194702,0.5853217840194702,0.0,28.96517562866211,28.96517562866211,0.0,,29.567461013793945,29.567461013793945,0.0,,9.0
images/exp1a_trial_6_colour2_distractors4_r.png,r,2,1.0,24.927335739135742,24.927335739135742,0.0,,0.0,0.0,0.0,'1',0.34223678708076477,0.34223678708076477,0.0,24.927335739135742,24.927335739135742,0.0,,25.284364700317383,25.284364700317383,0.0,,7.0
images/exp1a_trial_7_colour2_distractors9_r.png,r,2,1.0,19.303096771240234,19.303096771240234,0.0,,0.0,0.0,0.0,'1',0.34260091185569763,0.34260091185569763,0.0,19.303096771240234,19.303096771240234,0.0,,19.681184768676758,19.681184768676758,0.0,,3.0
images/exp1a_trial_8_colour2_distractors19_r.png,r,2,1.0,45.8486213684082,45.8486213684082,0.0,,1.0,1.0,0.0,'2',0.6369739174842834,0.6369739174842834,0.0,45.8486213684082,45.8486213684082,0.0,,46.515560150146484,46.515560150146484,0.0,,19.0
images/exp1a_trial_9_colour2_distractors31_r.png,r,2,1.0,26.325504302978516,26.325504302978516,0.0,,1.0,1.0,0.0,'2',1.5764223337173462,1.5764223337173462,0.0,26.325504302978516,26.325504302978516,0.0,,27.91975975036621,27.91975975036621,0.0,,8.0
images/exp1a_trial_10_colour3_distractors1_r.png,r,2,1.0,32.20967102050781,32.20967102050781,0.0,,1.0,1.0,0.0,'2',0.644026517868042,0.644026517868042,0.0,32.20967102050781,32.20967102050781,0.0,,32.88396072387695,32.88396072387695,0.0,,11.0
images/exp1a_trial_11_colour3_distractors4_r.png,r,2,1.0,33.92500686645508,33.92500686645508,0.0,,1.0,1.0,0.0,'2',0.6567202210426331,0.6567202210426331,0.0,33.92500686645508,33.92500686645508,0.0,,34.60013198852539,34.60013198852539,0.0,,12.0
images/exp1a_trial_12_colour3_distractors9_r.png,r,2,1.0,13.171442031860352,13.171442031860352,0.0,,1.0,1.0,0.0,'2',1.5062270164489746,1.5062270164489746,0.0,13.171442031860352,13.171442031860352,0.0,,14.712949752807617,14.712949752807617,0.0,,0.0
images/exp1a_trial_13_colour3_distractors19_r.png,r,2,1.0,20.715848922729492,20.715848922729492,0.0,,0.0,0.0,0.0,'1',0.4099031090736389,0.4099031090736389,0.0,20.715848922729492,20.715848922729492,0.0,,21.152008056640625,21.152008056640625,0.0,,4.0
images/exp1a_trial_14_colour3_distractors31_r.png,r,2,1.0,37.21239471435547,37.21239471435547,0.0,,1.0,1.0,0.0,'2',0.5853813886642456,0.5853813886642456,0.0,37.21239471435547,37.21239471435547,0.0,,37.816810607910156,37.816810607910156,0.0,,14.0
images/exp1a_trial_15_colour1_distractors1_l.png,l,1,1.0,40.409603118896484,40.409603118896484,0.0,,1.0,1.0,0.0,'1',0.5641722083091736,0.5641722083091736,0.0,40.409603118896484,40.409603118896484,0.0,,41.00050354003906,41.00050354003906,0.0,,16.0
images/exp1a_trial_16_colour1_distractors4_l.png,l,1,1.0,42.036861419677734,42.036861419677734,0.0,,1.0,1.0,0.0,'1',0.8728653788566589,0.8728653788566589,0.0,42.036861419677734,42.036861419677734,0.0,,42.932865142822266,42.932865142822266,0.0,,17.0
images/exp1a_trial_17_colour1_distractors9_l.png,l,1,1.0,43.96311950683594,43.96311950683594,0.0,,1.0,1.0,0.0,'1',0.8105410933494568,0.8105410933494568,0.0,43.96311950683594,43.96311950683594,0.0,,44.79824447631836,44.79824447631836,0.0,,18.0
images/exp1a_trial_18_colour1_distractors19_l.png,l,1,1.0,17.823598861694336,17.823598861694336,0.0,,1.0,1.0,0.0,'1',0.41389259696006775,0.41389259696006775,0.0,17.823598861694336,17.823598861694336,0.0,,18.268159866333008,18.268159866333008,0.0,,2.0
images/exp1a_trial_19_colour1_distractors31_l.png,l,1,1.0,38.856258392333984,38.856258392333984,0.0,,0.0,0.0,0.0,'2',0.4773763120174408,0.4773763120174408,0.0,38.856258392333984,38.856258392333984,0.0,,39.35240173339844,39.35240173339844,0.0,,15.0

extraInfo
participant,1
session,001
date,2020_Nov_25_1013
expName,searchDisc3
psychopyVersion,2020.2.4
frameRate,59.98908198949247
